USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root           234     2          0      0 0                   0 S [card0-crtc1]
root           235     2          0      0 0                   0 S [card0-crtc2]
root           236     2          0      0 0                   0 S [card0-crtc3]
root           240     2          0      0 0                   0 I [cfg80211]
root           242     2          0      0 0                   0 I [usb20_st_wq]
root           244     2          0      0 0                   0 I [mmc_complete]
root           245     2          0      0 0                   0 S [irq/113-musb-hd]
root           246     2          0      0 0                   0 S [pd_dbg_info]
root           247     2          0      0 0                   0 S [tcpc_timer_type]
root           249     2          0      0 0                   0 S [attach_thread]
root           250     2          0      0 0                   0 I [lbat_service]
root           251     2          0      0 0                   0 S [charger_thread]
root           252     2          0      0 0                   0 I [otg_boost_workq]
root           254     2          0      0 0                   0 I [extcon_usb]
root           258     2          0      0 0                   0 S [jbd2/mmcblk0p7-]
root           259     2          0      0 0                   0 I [ext4-rsv-conver]
root           260     2          0      0 0                   0 I [kdmflush]
root           261     2          0      0 0                   0 I [kdmflush]
root           262     2          0      0 0                   0 I [kdmflush]
root           263     2          0      0 0                   0 I [kdmflush]
root           264     2          0      0 0                   0 I [kdmflush]
root           265     2          0      0 0                   0 I [kdmflush]
root           266     2          0      0 0                   0 I [kdmflush]
root           267     2          0      0 0                   0 I [kdmflush]
root           268     2          0      0 0                   0 I [kdmflush]
root           269     2          0      0 0                   0 I [kverityd]
root           271     2          0      0 0                   0 I [ext4-rsv-conver]
root           272     2          0      0 0                   0 I [kdmflush]
root           273     2          0      0 0                   0 I [kverityd]
root           275     2          0      0 0                   0 I [ext4-rsv-conver]
root           278     2          0      0 0                   0 I [kdmflush]
root           279     2          0      0 0                   0 I [kverityd]
root           280     2          0      0 0                   0 I [ext4-rsv-conver]
root           281     2          0      0 0                   0 I [kdmflush]
root           282     2          0      0 0                   0 I [kverityd]
root           284     2          0      0 0                   0 I [ext4-rsv-conver]
root           288     1   10852324   3324 0                   0 S init
root           289     1   10895376   3752 0                   0 S ueventd
root           300     2          0      0 0                   0 I [kdmflush]
root           301     2          0      0 0                   0 I [kdmflush]
root           304     2          0      0 0                   0 I [kdmflush]
root           308     2          0      0 0                   0 I [kdmflush]
root           310     2          0      0 0                   0 I [kdmflush]
root           311     2          0      0 0                   0 I [kdmflush]
root           312     2          0      0 0                   0 I [kdmflush]
root           313     2          0      0 0                   0 I [kdmflush]
root           315     2          0      0 0                   0 I [kdmflush]
root           319     2          0      0 0                   0 I [kdmflush]
root           320     2          0      0 0                   0 I [kdmflush]
root           322     2          0      0 0                   0 I [kdmflush]
root           323     2          0      0 0                   0 I [kdmflush]
root           324     2          0      0 0                   0 I [kdmflush]
root           325     2          0      0 0                   0 I [kdmflush]
root           326     2          0      0 0                   0 I [kdmflush]
root           327     2          0      0 0                   0 I [kdmflush]
root           329     2          0      0 0                   0 I [kdmflush]
root           330     2          0      0 0                   0 I [kdmflush]
root           331     2          0      0 0                   0 I [kdmflush]
root           332     2          0      0 0                   0 I [kdmflush]
root           333     2          0      0 0                   0 I [kdmflush]
root           334     2          0      0 0                   0 I [kdmflush]
root           335     2          0      0 0                   0 I [kdmflush]
root           342     2          0      0 0                   0 S [loop0]
root           343     2          0      0 0                   0 S [loop1]
root           344     2          0      0 0                   0 S [loop2]
root           345     2          0      0 0                   0 S [loop3]
root           346     2          0      0 0                   0 S [loop4]
root           347     2          0      0 0                   0 I [ext4-rsv-conver]
root           348     2          0      0 0                   0 I [ext4-rsv-conver]
root           349     2          0      0 0                   0 I [ext4-rsv-conver]
root           351     2          0      0 0                   0 I [ext4-rsv-conver]
root           352     2          0      0 0                   0 I [ext4-rsv-conver]
prng_seeder    356     1   10973104   3408 0                   0 S prng_seeder
root           369     2          0      0 0                   0 I [fts_wq]
root           370     2          0      0 0                   0 S [irq/140-fts_ts]
root           372     2          0      0 0                   0 S [gauge_coulomb_t]
root           373     2          0      0 0                   0 S [battery_thread]
root           374     2          0      0 0                   0 S [power_misc_thre]
root           375     2          0      0 0                   0 S [btif_rxd]
root           376     2          0      0 0                   0 S [conn-md-thread]
root           377     2          0      0 0                   0 I [SSPM_WQ]
root           378     2          0      0 0                   0 I [sspm_ts_wq]
root           379     2          0      0 0                   0 S [dlpt_notify_thr]
root           381     2          0      0 0                   0 S [bp_notify_threa]
root           388     2          0      0 0                   0 I [pool_reload_wor]
root           390     2          0      0 0                   0 S [ccci_fsm1]
root           391     2          0      0 0                   0 D [ccci_poll1]
root           392     2          0      0 0                   0 I [ccmni0_rx_q_wor]
root           393     2          0      0 0                   0 I [ccmni1_rx_q_wor]
root           394     2          0      0 0                   0 I [ccmni2_rx_q_wor]
root           395     2          0      0 0                   0 I [ccmni3_rx_q_wor]
root           396     2          0      0 0                   0 I [ccmni4_rx_q_wor]
root           397     2          0      0 0                   0 I [ccmni5_rx_q_wor]
root           398     2          0      0 0                   0 I [ccmni6_rx_q_wor]
root           399     2          0      0 0                   0 I [ccmni7_rx_q_wor]
root           400     2          0      0 0                   0 I [ccmni8_rx_q_wor]
root           401     2          0      0 0                   0 I [ccmni9_rx_q_wor]
root           402     2          0      0 0                   0 I [ccmni10_rx_q_wo]
root           403     2          0      0 0                   0 I [ccmni11_rx_q_wo]
root           404     2          0      0 0                   0 I [ccmni12_rx_q_wo]
root           405     2          0      0 0                   0 I [ccmni13_rx_q_wo]
root           406     2          0      0 0                   0 I [ccmni14_rx_q_wo]
root           407     2          0      0 0                   0 I [ccmni15_rx_q_wo]
root           408     2          0      0 0                   0 I [ccmni16_rx_q_wo]
root           409     2          0      0 0                   0 I [ccmni17_rx_q_wo]
root           410     2          0      0 0                   0 I [ccmni18_rx_q_wo]
root           411     2          0      0 0                   0 I [ccmni19_rx_q_wo]
logd           412     1   10937016   6088 0                   0 S logd
root           413     2          0      0 0                   0 I [ccmni20_rx_q_wo]
root           414     2          0      0 0                   0 I [ccmni21_rx_q_wo]
root           415     2          0      0 0                   0 S [ccci_rpc_k]
root           416     2          0      0 0                   0 S [ccci_udc]
root           417     2          0      0 0                   0 S [ccci_ipc_3]
root           418     2          0      0 0                   0 S [ccci_ipc_6]
root           419     2          0      0 0                   0 S [ccci_ipc_7]
root           420     2          0      0 0                   0 S [ccci_ipc_8]
root           421     2          0      0 0                   0 S [ccci_sys]
root           422     2          0      0 0                   0 S [ccci_ctrl]
lmkd           423     1   10846448   3976 0                   0 S lmkd
system         425     1   10854868   3316 0                   0 S servicemanager
system         426     1   10924008   3252 0                   0 S hwservicemanager
system         428     1   10847412   3212 0                   0 S vndservicemanager
root           429     2          0      0 0                   0 S [krtatm]
root           430     2          0      0 0                   0 S [psimon]
root           431     2          0      0 0                   0 I [bcct_chrlmt_wor]
root           442     2          0      0 0                   0 D [ipi_cpu_dvfs_rt]
root           448     2          0      0 0                   0 S [id0_trusty_n/0]
root           449     2          0      0 0                   0 S [id0_trusty_n/1]
root           450     2          0      0 0                   0 S [id0_trusty_n/2]
root           451     2          0      0 0                   0 S [id0_trusty_n/3]
root           452     2          0      0 0                   0 S [id0_trusty_n/4]
root           453     2          0      0 0                   0 S [id0_trusty_n/5]
root           454     2          0      0 0                   0 S [id0_trusty_n/6]
root           455     2          0      0 0                   0 S [id0_trusty_n/7]
root           456     2          0      0 0                   0 S [trusty_poll_tas]
root           457     2          0      0 0                   0 I [tmem_regmgr_def]
root           458     2          0      0 0                   0 I [tmem_regmgr_def]
root           459     2          0      0 0                   0 I [tmem_regmgr_def]
root           460     2          0      0 0                   0 I [tmem_regmgr_def]
root           461     2          0      0 0                   0 I [tmem_regmgr_def]
system         462     1      15252    304 0                   0 S volte_md_status
root           463     1   10935332   4916 0                   0 S vold
root           465     1   10907516   3028 0                   0 S android.hardware.boot@1.2-service
root           469     2          0      0 0                   0 S [ree_dummy_task]
root           471     2          0      0 0                   0 S [id0_trusty_k/0]
root           472     2          0      0 0                   0 S [id0_trusty_k/1]
root           473     2          0      0 0                   0 S [id0_trusty_k/2]
root           474     2          0      0 0                   0 S [id0_trusty_c/0]
root           475     2          0      0 0                   0 I [cmdq_sec_notify]
root           476     2          0      0 0                   0 I [cmdq_sec_timeou]
root           479     2          0      0 0                   0 I [delay_init]
root           480     2          0      0 0                   0 I [accdet]
root           481     2          0      0 0                   0 I [dismicQueue]
root           482     2          0      0 0                   0 I [accdet_eint]
root           483     2          0      0 0                   0 S [jbd2/mmcblk0p9-]
root           484     2          0      0 0                   0 I [ext4-rsv-conver]
root           487     2          0      0 0                   0 I [SCP_WQ]
root           488     2          0      0 0                   0 I [SCP_LOG_WQ]
root           489     2          0      0 0                   0 I [SCP_RESET_WQ]
root           491     2          0      0 0                   0 I [md1_cldma_worke]
root           492     2          0      0 0                   0 S [nanohub]
root           493     2          0      0 0                   0 I [ipi_master]
root           494     2          0      0 0                   0 S [jbd2/mmcblk0p10]
root           495     2          0      0 0                   0 I [ext4-rsv-conver]
root           496     2          0      0 0                   0 S [chre_kthread]
root           497     2          0      0 0                   0 S [scp_power_reset]
root           500     2          0      0 0                   0 I [kdmflush]
root           505     2          0      0 0                   0 S [jbd2/mmcblk0p6-]
root           506     2          0      0 0                   0 I [ext4-rsv-conver]
root           511     2          0      0 0                   0 S [jbd2/mmcblk0p5-]
root           512     2          0      0 0                   0 I [ext4-rsv-conver]
root           516     2          0      0 0                   0 I [accel_polling]
root           517     2          0      0 0                   0 I [gyro_polling]
root           518     2          0      0 0                   0 I [baro_polling]
root           519     2          0      0 0                   0 S [jbd2/mmcblk0p12]
root           520     2          0      0 0                   0 I [ext4-rsv-conver]
root           522     2          0      0 0                   0 S [EEM_CTRL_L]
root           523     2          0      0 0                   0 S [EEM_CTRL_2L]
root           524     2          0      0 0                   0 S [EEM_CTRL_CCI]
root           525     2          0      0 0                   0 S [EEM_CTRL_L_HI]
root           526     2          0      0 0                   0 S [EEM_CTRL_2L_HI]
root           527     2          0      0 0                   0 S [Init_1_Stress]
root           528     2          0      0 0                   0 D [qos_ipi_recv]
root           533     2          0      0 0                   0 S [jbd2/mmcblk0p49]
root           534     2          0      0 0                   0 I [ext4-rsv-conver]
root           535     2          0      0 0                   0 I [ged_notify_sw_v]
root           536     2          0      0 0                   0 I [ged_kpi]
root           538     2          0      0 0                   0 I [pvr_timer]
root           539     2          0      0 0                   0 S [pvr_defer_free]
root           540     2          0      0 0                   0 S [pvr_device_wdg]
root           541     2          0      0 0                   0 S [pvr_cacheop]
root           542     2          0      0 0                   0 I [pvr_fce_status]
root           544     2          0      0 0                   0 I [task_exec_wq_10]
root           545     2          0      0 0                   0 I [cmdq_flushq]
root           546     2          0      0 0                   0 I [cmdq_flushq]
root           547     2          0      0 0                   0 I [cmdq_flushq]
root           548     2          0      0 0                   0 I [cmdq_auto_relea]
root           549     2          0      0 0                   0 I [cmdq_auto_relea]
root           550     2          0      0 0                   0 I [cmdq_auto_relea]
root           551     2          0      0 0                   0 I [cmdq_auto_relea]
root           552     2          0      0 0                   0 I [cmdq_auto_relea]
root           553     2          0      0 0                   0 I [cmdq_auto_relea]
root           554     2          0      0 0                   0 I [cmdq_auto_relea]
root           555     2          0      0 0                   0 I [cmdq_auto_relea]
root           556     2          0      0 0                   0 I [cmdq_auto_relea]
root           557     2          0      0 0                   0 I [cmdq_auto_relea]
root           558     2          0      0 0                   0 I [cmdq_auto_relea]
root           559     2          0      0 0                   0 I [cmdq_auto_relea]
root           560     2          0      0 0                   0 I [cmdq_auto_relea]
root           561     2          0      0 0                   0 I [cmdq_auto_relea]
root           562     2          0      0 0                   0 I [cmdq_auto_relea]
root           563     2          0      0 0                   0 I [cmdq_auto_relea]
root           564     2          0      0 0                   0 I [cmdq_resource]
root           565     2          0      0 0                   0 I [cmdq_mdp_task]
root           566     2          0      0 0                   0 I [task_exec_wq_8]
root           567     2          0      0 0                   0 I [cmdq_flushq]
root           568     2          0      0 0                   0 I [task_exec_wq_9]
root           569     2          0      0 0                   0 I [cmdq_flushq]
root           570     2          0      0 0                   0 I [lt_wq]
root           571     2          0      0 0                   0 S [core_ctl_v2.3/0]
root           572     2          0      0 0                   0 S [core_ctl_v2.3/4]
root           573     2          0      0 0                   0 S [kfps]
root           574     2          0      0 0                   0 I [fbt_cpu]
root           575     2          0      0 0                   0 I [mt_mini_top]
root           576     2          0      0 0                   0 I [thrm_aware]
root           577     2          0      0 0                   0 I [fpt_cpu_load_wq]
root           578     2          0      0 0                   0 I [fpt_cpu_ctrl_wq]
root           579     2          0      0 0                   0 I [mt_fstb]
root           580     2          0      0 0                   0 I [mt_fstb_base]
root           581     2          0      0 0                   0 I [gbe_notifier_wq]
system         583     1   10884564   2924 0                   0 S wmt_launcher
system         584     1   10962272   4632 0                   0 S android.system.suspend-service
keystore       586     1   11056116  10728 0                   0 S keystore2
system         588     1   10920212   3504 0                   0 S android.hardware.keymaster@4.1-service.trustonic
root           602     2          0      0 0                   0 S [irq/139-ccu]
root           603     2          0      0 0                   0 S [ccu-enque]
root           604     2          0      0 0                   0 I [cmdq_flushq]
root           605     2          0      0 0                   0 I [cmdq_flushq]
root           606     2          0      0 0                   0 I [uether]
root           607     2          0      0 0                   0 I [uether_rx1]
root           608     2          0      0 0                   0 I [uether_rps]
root           609     2          0      0 0                   0 S [irq/152-sec-nfc]
root           613     2          0      0 0                   0 S [f2fs_ckpt-254:4]
root           614     2          0      0 0                   0 S [f2fs_discard-25]
root           615     2          0      0 0                   0 S [f2fs_gc-254:48]
tombstoned     620     1   10817552   2328 0                   0 S tombstoned
root           642     2          0      0 0                   0 S [loop5]
root           665     2          0      0 0                   0 S [loop6]
root           666     2          0      0 0                   0 S [loop7]
root           667     2          0      0 0                   0 S [loop8]
root           668     2          0      0 0                   0 S [loop9]
root           669     2          0      0 0                   0 S [loop10]
root           670     2          0      0 0                   0 S [loop11]
root           671     2          0      0 0                   0 S [loop12]
root           672     2          0      0 0                   0 S [loop13]
root           673     2          0      0 0                   0 S [loop14]
root           674     2          0      0 0                   0 S [loop15]
root           675     2          0      0 0                   0 S [loop16]
root           676     2          0      0 0                   0 I [kverityd]
root           677     2          0      0 0                   0 I [kverityd]
root           678     2          0      0 0                   0 S [loop17]
root           679     2          0      0 0                   0 S [loop18]
root           680     2          0      0 0                   0 S [loop19]
root           681     2          0      0 0                   0 I [kverityd]
root           682     2          0      0 0                   0 I [kverityd]
root           683     2          0      0 0                   0 S [loop20]
root           684     2          0      0 0                   0 I [kverityd]
root           685     2          0      0 0                   0 I [kverityd]
root           686     2          0      0 0                   0 I [kverityd]
root           687     2          0      0 0                   0 I [ext4-rsv-conver]
root           688     2          0      0 0                   0 S [loop21]
root           689     2          0      0 0                   0 I [kverityd]
root           690     2          0      0 0                   0 I [kverityd]
root           691     2          0      0 0                   0 I [ext4-rsv-conver]
root           693     2          0      0 0                   0 I [ext4-rsv-conver]
root           694     2          0      0 0                   0 I [kverityd]
root           695     2          0      0 0                   0 I [ext4-rsv-conver]
root           696     2          0      0 0                   0 I [ext4-rsv-conver]
root           697     2          0      0 0                   0 I [ext4-rsv-conver]
root           698     2          0      0 0                   0 S [loop22]
root           699     2          0      0 0                   0 I [ext4-rsv-conver]
root           700     2          0      0 0                   0 I [ext4-rsv-conver]
root           701     2          0      0 0                   0 I [kverityd]
root           703     2          0      0 0                   0 I [kverityd]
root           704     2          0      0 0                   0 I [ext4-rsv-conver]
root           705     2          0      0 0                   0 I [ext4-rsv-conver]
root           706     2          0      0 0                   0 S [loop23]
root           707     2          0      0 0                   0 I [kverityd]
root           708     2          0      0 0                   0 I [ext4-rsv-conver]
root           709     2          0      0 0                   0 I [ext4-rsv-conver]
root           711     2          0      0 0                   0 S [loop24]
root           712     2          0      0 0                   0 I [ext4-rsv-conver]
root           713     2          0      0 0                   0 I [ext4-rsv-conver]
root           714     2          0      0 0                   0 S [loop25]
root           715     2          0      0 0                   0 I [kverityd]
root           716     2          0      0 0                   0 S [loop26]
root           717     2          0      0 0                   0 I [ext4-rsv-conver]
root           718     2          0      0 0                   0 I [ext4-rsv-conver]
root           719     2          0      0 0                   0 S [loop27]
root           720     2          0      0 0                   0 S [loop28]
root           721     2          0      0 0                   0 I [ext4-rsv-conver]
root           722     2          0      0 0                   0 S [loop29]
root           723     2          0      0 0                   0 S [loop30]
root           724     2          0      0 0                   0 I [kverityd]
root           725     2          0      0 0                   0 S [loop31]
root           726     2          0      0 0                   0 S [loop32]
root           727     2          0      0 0                   0 I [ext4-rsv-conver]
root           728     2          0      0 0                   0 S [loop33]
root           729     2          0      0 0                   0 S [loop34]
root           730     2          0      0 0                   0 S [loop35]
root           731     2          0      0 0                   0 I [ext4-rsv-conver]
root           732     2          0      0 0                   0 I [kverityd]
root           733     2          0      0 0                   0 S [loop36]
root           734     2          0      0 0                   0 I [ext4-rsv-conver]
root           735     2          0      0 0                   0 I [ext4-rsv-conver]
root           736     2          0      0 0                   0 I [kverityd]
root           737     2          0      0 0                   0 S [loop37]
root           738     2          0      0 0                   0 I [kverityd]
root           739     2          0      0 0                   0 I [kverityd]
root           740     2          0      0 0                   0 I [ext4-rsv-conver]
root           741     2          0      0 0                   0 S [loop38]
root           742     2          0      0 0                   0 S [loop39]
root           743     2          0      0 0                   0 I [ext4-rsv-conver]
root           744     2          0      0 0                   0 I [ext4-rsv-conver]
root           745     2          0      0 0                   0 I [ext4-rsv-conver]
root           746     2          0      0 0                   0 I [kverityd]
root           747     2          0      0 0                   0 I [kverityd]
root           748     2          0      0 0                   0 I [kverityd]
root           749     2          0      0 0                   0 I [ext4-rsv-conver]
root           750     2          0      0 0                   0 S [loop40]
root           751     2          0      0 0                   0 I [ext4-rsv-conver]
root           752     2          0      0 0                   0 I [ext4-rsv-conver]
root           753     2          0      0 0                   0 I [ext4-rsv-conver]
root           754     2          0      0 0                   0 I [ext4-rsv-conver]
root           755     2          0      0 0                   0 I [ext4-rsv-conver]
root           756     2          0      0 0                   0 I [kverityd]
root           757     2          0      0 0                   0 I [ext4-rsv-conver]
root           758     2          0      0 0                   0 I [ext4-rsv-conver]
root           759     2          0      0 0                   0 I [ext4-rsv-conver]
root           760     2          0      0 0                   0 I [kverityd]
root           761     2          0      0 0                   0 I [ext4-rsv-conver]
root           762     2          0      0 0                   0 I [ext4-rsv-conver]
root           783     2          0      0 0                   0 S [sugov:0]
root           784     2          0      0 0                   0 S [sugov:4]
statsd         793     1   11090944   5044 0                   0 S statsd
root           794     1   11269724   7280 0                   0 S netd
root           795     1   14885224 114616 0                   0 S zygote64
root           796     1    1759160  55728 0                   0 S zygote
system         803     1   10835944   3204 0                   0 S android.hidl.allocator@1.0-service
audioserver    804     1      66700   4212 0                   0 S android.hardware.audio.service.mediatek
bluetooth      805     1   10976848   3664 0                   0 S android.hardware.bluetooth@1.1-service-mediatek
media          806     1   10898428   3600 0                   0 S android.hardware.drm@1.4-service.clearkey
media          807     1   10972568   3664 0                   0 S android.hardware.drm@1.4-service.widevine
system         808     1   10872312   3612 0                   0 S android.hardware.gatekeeper@1.0-service
system         809     1   11029688   4492 0                   0 S android.hardware.gnss-service.mediatek
system         810     1   10840420   5928 0                   0 S android.hardware.graphics.allocator@4.0-service-mediatek
system         811     1   11318708   7336 0                   0 S android.hardware.graphics.composer@2.1-service
system         812     1   10821332   3844 0                   0 S android.hardware.health@2.1-service
mediacodec     813     1      60164   3860 0                   0 S android.hardware.media.c2@1.2-mediatek
nfc            814     1   10991616   3588 0                   0 S android.hardware.nfc@1.2-service.sec
secure_element 815     1   11082080   3440 0                   0 S android.hardware.secure_element@1.2-service-mediatek
system         816     1   10893528   4412 0                   0 S android.hardware.sensors@2.0-service.multihal-mediatek
system         817     1   10856976   3508 0                   0 S android.hardware.thermal@2.0-service.mtk
root           818     1   10889336   4364 0                   0 S android.hardware.usb@1.2-service-mediatekv2
system         819     1   10915944   3404 0                   0 S vtservice_hidl
system         820     1   10933156   3692 0                   0 S lbs_hidl_service
system         821     1   10943208   4252 0                   0 S android.hardware.lights-service.mediatek
system         822     1   10871144   4324 0                   0 S android.hardware.memtrack-service.mediatek
system         823     1   10815408   3652 0                   0 S vendor.focaltech.hardware.biometrics.fingerprint@1.0-service
system         824     1   10811032   4352 0                   0 S vendor.iqi.hardware.iqagent@1.0-service
root           825     1   11093264   6680 0                   0 S vendor.mediatek.hardware.mtkpower@1.0-service
root           826     1   10897632   3592 0                   0 S vendor.mediatek.hardware.nvram@1.1-service
system         827     1   10960508   3724 0                   0 S vendor.trustonic.alps.alps_device@1.1-service
system         828     1   10862992   3564 0                   0 S vendor.trustonic.tee@1.1-service
system         829     1   10853176   4268 0                   0 S android.hardware.vibrator-service.mediatek
audioserver    830     1   11660192  13640 0                   0 S audioserver
credstore      831     1   10902652   4664 0                   0 S credstore
gpu_service    832     1   10976668   5272 0                   0 S gpuservice
system         833     1   11502740  23680 0                   0 S surfaceflinger
system         835     1      15272   1324 0                   0 S fuelgauged
system         836     1   10836444   3404 0                   0 S rsudaemon_proxy
system         837     1   10950944   3812 0                   0 S ccci_mdinit
radio          839     1   10834712   3560 0                   0 S ccci_rpcd
system         840     1      15812    980 0                   0 S wfca
system         842     1   10900100   4700 0                   0 S mcDriverDaemon
system         855     1   10860752   4448 0                   0 S fpsgo
root           883     2          0      0 0                   0 S [mtk_stp_psm]
root           884     2          0      0 0                   0 S [mtk_stp_btm]
root           885     2          0      0 0                   0 S [mtk_wmtd]
root           886     2          0      0 0                   0 S [mtk_wmtd_worker]
root           900     2          0      0 0                   0 I [pvr_misr]
root           901     2          0      0 0                   0 I [pvr_misr]
